video,Frame,EstFrameGap,IterNum,Permutation
57583_000082_Endzone.mp4,46,0,231,C-22-20
57583_000082_Endzone.mp4,47,1,231,C-22-20
57583_000082_Endzone.mp4,48,2,231,C-22-20
57583_000082_Endzone.mp4,49,3,231,C-22-20
57583_000082_Endzone.mp4,50,2,1540,C-22-19
57583_000082_Endzone.mp4,51,1,1540,C-22-19
57583_000082_Endzone.mp4,52,0,231,C-22-20
57583_000082_Endzone.mp4,53,1,231,C-22-20
57583_000082_Endzone.mp4,54,2,231,C-22-20
57583_000082_Endzone.mp4,55,3,7315,C-22-18
57583_000082_Endzone.mp4,56,2,7315,C-22-18
57583_000082_Endzone.mp4,57,1,26334,C-22-17
57583_000082_Endzone.mp4,58,0,26334,C-22-17
57583_000082_Endzone.mp4,59,1,7315,C-22-18
57583_000082_Endzone.mp4,60,2,7315,C-22-18
57583_000082_Endzone.mp4,61,3,1540,C-22-19
57583_000082_Endzone.mp4,62,2,7315,C-22-18
57583_000082_Endzone.mp4,63,1,1540,C-22-19
57583_000082_Endzone.mp4,64,0,7315,C-22-18
57583_000082_Endzone.mp4,65,1,7315,C-22-18
57583_000082_Endzone.mp4,66,2,7315,C-22-18
57583_000082_Endzone.mp4,67,3,7315,C-22-18
57583_000082_Endzone.mp4,68,2,7315,C-22-18
57583_000082_Endzone.mp4,69,1,22,C-22-21
57583_000082_Endzone.mp4,70,0,22,C-22-21
57583_000082_Endzone.mp4,71,1,231,C-22-20
57583_000082_Endzone.mp4,72,2,1540,C-22-19
57583_000082_Endzone.mp4,73,3,231,C-22-20
57583_000082_Endzone.mp4,74,2,22,C-22-21
57583_000082_Endzone.mp4,75,1,231,C-22-20
57583_000082_Endzone.mp4,76,0,231,C-22-20
57583_000082_Endzone.mp4,77,1,231,C-22-20
57583_000082_Endzone.mp4,78,2,231,C-22-20
57583_000082_Endzone.mp4,79,3,22,C-22-21
57583_000082_Endzone.mp4,80,2,231,C-22-20
57583_000082_Endzone.mp4,81,1,22,C-22-21
57583_000082_Endzone.mp4,82,0,22,C-22-21
57583_000082_Endzone.mp4,83,1,22,C-22-21
57583_000082_Endzone.mp4,84,2,22,C-22-21
57583_000082_Endzone.mp4,85,3,231,C-22-20
57583_000082_Endzone.mp4,86,2,231,C-22-20
57583_000082_Endzone.mp4,87,1,231,C-22-20
57583_000082_Endzone.mp4,88,0,22,C-22-21
57583_000082_Endzone.mp4,89,1,231,C-22-20
57583_000082_Endzone.mp4,90,2,231,C-22-20
57583_000082_Endzone.mp4,91,3,231,C-22-20
57583_000082_Endzone.mp4,92,2,231,C-22-20
57583_000082_Endzone.mp4,93,1,1540,C-22-19
57583_000082_Endzone.mp4,94,0,1540,C-22-19
57583_000082_Endzone.mp4,95,1,22,C-22-21
57583_000082_Endzone.mp4,96,2,231,C-22-20
57583_000082_Endzone.mp4,97,3,1540,C-22-19
57583_000082_Endzone.mp4,98,2,1540,C-22-19
57583_000082_Endzone.mp4,99,1,1540,C-22-19
57583_000082_Endzone.mp4,100,0,1540,C-22-19
57583_000082_Endzone.mp4,101,1,7315,C-22-18
57583_000082_Endzone.mp4,102,2,26334,C-22-17
57583_000082_Endzone.mp4,103,3,7315,C-22-18
57583_000082_Endzone.mp4,104,2,26334,C-22-17
57583_000082_Endzone.mp4,105,1,7315,C-22-18
57583_000082_Endzone.mp4,106,0,26334,C-22-17
57583_000082_Endzone.mp4,107,1,7315,C-22-18
57583_000082_Endzone.mp4,108,2,1540,C-22-19
57583_000082_Endzone.mp4,109,3,26334,C-22-17
57583_000082_Endzone.mp4,110,2,26334,C-22-17
57583_000082_Endzone.mp4,111,1,7315,C-22-18
57583_000082_Endzone.mp4,112,0,1540,C-22-19
57583_000082_Endzone.mp4,113,1,7315,C-22-18
57583_000082_Endzone.mp4,114,2,74613,C-22-16
57583_000082_Endzone.mp4,115,3,74613,C-22-16
57583_000082_Endzone.mp4,116,2,1540,C-22-19
57583_000082_Endzone.mp4,117,1,1540,C-22-19
57583_000082_Endzone.mp4,118,0,22,C-22-21
57583_000082_Endzone.mp4,119,1,1540,C-22-19
57583_000082_Endzone.mp4,120,2,26334,C-22-17
57583_000082_Endzone.mp4,121,3,7315,C-22-18
57583_000082_Endzone.mp4,122,2,7315,C-22-18
57583_000082_Endzone.mp4,123,1,1540,C-22-19
57583_000082_Endzone.mp4,124,0,231,C-22-20
57583_000082_Endzone.mp4,125,1,7315,C-22-18
57583_000082_Endzone.mp4,126,2,231,C-22-20
57583_000082_Endzone.mp4,127,3,1540,C-22-19
57583_000082_Endzone.mp4,128,2,231,C-22-20
57583_000082_Endzone.mp4,129,1,22,C-22-21
57583_000082_Endzone.mp4,130,0,22,C-22-21
57583_000082_Endzone.mp4,131,1,231,C-22-20
57583_000082_Endzone.mp4,132,2,26334,C-22-17
57583_000082_Endzone.mp4,133,3,1540,C-22-19
57583_000082_Endzone.mp4,134,2,231,C-22-20
57583_000082_Endzone.mp4,135,1,1540,C-22-19
57583_000082_Endzone.mp4,136,0,26334,C-22-17
57583_000082_Endzone.mp4,137,1,1540,C-22-19
57583_000082_Endzone.mp4,138,2,26334,C-22-17
57583_000082_Endzone.mp4,139,3,74613,C-22-16
57583_000082_Endzone.mp4,140,2,170544,C-22-15
57583_000082_Endzone.mp4,141,1,74613,C-22-16
57583_000082_Endzone.mp4,142,0,26334,C-22-17
57583_000082_Endzone.mp4,143,1,7315,C-22-18
57583_000082_Endzone.mp4,144,2,26334,C-22-17
57583_000082_Endzone.mp4,145,3,74613,C-22-16
57583_000082_Endzone.mp4,146,2,26334,C-22-17
57583_000082_Endzone.mp4,147,1,7315,C-22-18
57583_000082_Endzone.mp4,148,0,7315,C-22-18
57583_000082_Endzone.mp4,149,1,7315,C-22-18
57583_000082_Endzone.mp4,150,2,74613,C-22-16
57583_000082_Endzone.mp4,151,3,26334,C-22-17
57583_000082_Endzone.mp4,152,2,74613,C-22-16
57583_000082_Endzone.mp4,153,1,1540,C-22-19
57583_000082_Endzone.mp4,154,0,7315,C-22-18
57583_000082_Endzone.mp4,155,1,7315,C-22-18
57583_000082_Endzone.mp4,156,2,1540,C-22-19
57583_000082_Endzone.mp4,157,3,1540,C-22-19
57583_000082_Endzone.mp4,158,2,231,C-22-20
57583_000082_Endzone.mp4,159,1,22,C-22-21
57583_000082_Endzone.mp4,160,0,22,C-22-21
57583_000082_Endzone.mp4,161,1,1540,C-22-19
57583_000082_Endzone.mp4,162,2,7315,C-22-18
57583_000082_Endzone.mp4,163,3,7315,C-22-18
57583_000082_Endzone.mp4,164,2,22,C-22-21
57583_000082_Endzone.mp4,165,1,231,C-22-20
57583_000082_Endzone.mp4,166,0,231,C-22-20
57583_000082_Endzone.mp4,167,1,7315,C-22-18
57583_000082_Endzone.mp4,168,2,7315,C-22-18
57583_000082_Endzone.mp4,169,3,26334,C-22-17
57583_000082_Endzone.mp4,170,2,7315,C-22-18
57583_000082_Endzone.mp4,171,1,26334,C-22-17
57583_000082_Endzone.mp4,172,0,22,C-22-21
57583_000082_Endzone.mp4,173,1,1540,C-22-19
57583_000082_Endzone.mp4,174,2,1540,C-22-19
57583_000082_Endzone.mp4,175,3,1540,C-22-19
57583_000082_Endzone.mp4,176,2,1540,C-22-19
57583_000082_Endzone.mp4,177,1,231,C-22-20
57583_000082_Endzone.mp4,178,0,1540,C-22-19
57583_000082_Endzone.mp4,179,1,1540,C-22-19
57583_000082_Endzone.mp4,180,2,231,C-22-20
57583_000082_Endzone.mp4,181,3,231,C-22-20
57583_000082_Endzone.mp4,182,2,22,C-22-21
57583_000082_Endzone.mp4,183,1,22,C-22-21
57583_000082_Endzone.mp4,184,0,231,C-22-20
57583_000082_Endzone.mp4,185,1,231,C-22-20
57583_000082_Endzone.mp4,186,2,22,C-22-21
57583_000082_Endzone.mp4,187,3,231,C-22-20
57583_000082_Endzone.mp4,188,2,22,C-22-21
57583_000082_Endzone.mp4,189,1,231,C-22-20
57583_000082_Endzone.mp4,190,0,1540,C-22-19
57583_000082_Endzone.mp4,191,1,1540,C-22-19
57583_000082_Endzone.mp4,192,2,1540,C-22-19
57583_000082_Endzone.mp4,193,3,1540,C-22-19
57583_000082_Endzone.mp4,194,2,1540,C-22-19
57583_000082_Endzone.mp4,195,1,1540,C-22-19
57583_000082_Endzone.mp4,196,0,1540,C-22-19
57583_000082_Endzone.mp4,197,1,7315,C-22-18
57583_000082_Endzone.mp4,198,2,231,C-22-20
57583_000082_Endzone.mp4,199,3,231,C-22-20
57583_000082_Endzone.mp4,200,2,1540,C-22-19
57583_000082_Endzone.mp4,201,1,231,C-22-20
57583_000082_Endzone.mp4,202,0,1540,C-22-19
57583_000082_Endzone.mp4,203,1,26334,C-22-17
57583_000082_Endzone.mp4,204,2,7315,C-22-18
57583_000082_Endzone.mp4,205,3,26334,C-22-17
57583_000082_Endzone.mp4,206,2,26334,C-22-17
57583_000082_Endzone.mp4,207,1,26334,C-22-17
57583_000082_Endzone.mp4,208,0,26334,C-22-17
57583_000082_Endzone.mp4,209,1,26334,C-22-17
57583_000082_Endzone.mp4,210,2,7315,C-22-18
57583_000082_Endzone.mp4,211,3,26334,C-22-17
57583_000082_Endzone.mp4,212,2,170544,C-22-15
57583_000082_Endzone.mp4,213,1,26334,C-22-17
57583_000082_Endzone.mp4,214,0,231,C-22-20
57583_000082_Endzone.mp4,215,1,1540,C-22-19
57583_000082_Endzone.mp4,216,2,231,C-22-20
57583_000082_Endzone.mp4,217,3,7315,C-22-18
57583_000082_Endzone.mp4,218,2,231,C-22-20
57583_000082_Endzone.mp4,219,1,1,C-22-22
57583_000082_Endzone.mp4,220,0,1540,C-22-19
57583_000082_Endzone.mp4,221,1,1540,C-22-19
57583_000082_Endzone.mp4,222,2,22,C-22-21
57583_000082_Endzone.mp4,223,3,231,C-22-20
57583_000082_Endzone.mp4,224,2,1540,C-22-19
57583_000082_Endzone.mp4,225,1,7315,C-22-18
57583_000082_Endzone.mp4,226,0,22,C-22-21
57583_000082_Endzone.mp4,227,1,1540,C-22-19
57583_000082_Endzone.mp4,228,2,231,C-22-20
57583_000082_Endzone.mp4,229,3,231,C-22-20
57583_000082_Endzone.mp4,230,2,231,C-22-20
57583_000082_Endzone.mp4,231,1,1,C-22-22
57583_000082_Endzone.mp4,232,0,231,C-22-20
57583_000082_Endzone.mp4,233,1,231,C-22-20
57583_000082_Endzone.mp4,234,2,231,C-22-20
57583_000082_Endzone.mp4,235,3,231,C-22-20
57583_000082_Endzone.mp4,236,2,231,C-22-20
57583_000082_Endzone.mp4,237,1,22,C-22-21
57583_000082_Endzone.mp4,238,0,22,C-22-21
57583_000082_Endzone.mp4,239,1,22,C-22-21
57583_000082_Endzone.mp4,240,2,22,C-22-21
57583_000082_Endzone.mp4,241,3,22,C-22-21
57583_000082_Endzone.mp4,242,2,22,C-22-21
57583_000082_Endzone.mp4,243,1,1,C-22-22
57583_000082_Endzone.mp4,244,0,1,C-22-22
57583_000082_Endzone.mp4,245,1,1,C-22-22
57583_000082_Endzone.mp4,246,2,1,C-22-22
57583_000082_Endzone.mp4,247,3,22,C-22-21
57583_000082_Endzone.mp4,248,2,22,C-22-21
57583_000082_Endzone.mp4,249,1,1,C-22-22
57583_000082_Endzone.mp4,250,0,22,C-22-21
57583_000082_Endzone.mp4,251,1,231,C-22-20
57583_000082_Endzone.mp4,252,2,22,C-22-21
57583_000082_Endzone.mp4,253,3,1,C-22-22
57583_000082_Endzone.mp4,254,2,22,C-22-21
57583_000082_Endzone.mp4,255,1,231,C-22-20
57583_000082_Endzone.mp4,256,0,1,C-22-22
57583_000082_Endzone.mp4,257,1,1,C-22-22
57583_000082_Endzone.mp4,258,2,1,C-22-22
57583_000082_Endzone.mp4,259,3,1,C-22-22
57583_000082_Endzone.mp4,260,2,22,C-22-21
57583_000082_Endzone.mp4,261,1,1,C-22-22
57583_000082_Endzone.mp4,262,0,22,C-22-21
57583_000082_Endzone.mp4,263,1,1,C-22-22
57583_000082_Endzone.mp4,264,2,231,C-22-20
57583_000082_Endzone.mp4,265,3,22,C-22-21
57583_000082_Endzone.mp4,266,2,1,C-22-22
57583_000082_Endzone.mp4,267,1,22,C-22-21
57583_000082_Endzone.mp4,268,0,1,C-22-22
57583_000082_Endzone.mp4,269,1,22,C-22-21
57583_000082_Endzone.mp4,270,2,1,C-22-22
57583_000082_Endzone.mp4,271,3,1,C-22-22
57583_000082_Endzone.mp4,272,2,22,C-22-21
57583_000082_Endzone.mp4,273,1,231,C-22-20
57583_000082_Endzone.mp4,274,0,22,C-22-21
57583_000082_Endzone.mp4,275,1,22,C-22-21
57583_000082_Endzone.mp4,276,2,1,C-22-22
57583_000082_Endzone.mp4,277,3,22,C-22-21
57583_000082_Endzone.mp4,278,2,1,C-22-22
57583_000082_Endzone.mp4,279,1,1,C-22-22
57583_000082_Endzone.mp4,280,0,231,C-22-20
57583_000082_Endzone.mp4,281,1,22,C-22-21
57583_000082_Endzone.mp4,282,2,22,C-22-21
57583_000082_Endzone.mp4,283,3,231,C-22-20
57583_000082_Endzone.mp4,284,2,231,C-22-20
57583_000082_Endzone.mp4,285,1,231,C-22-20
57583_000082_Endzone.mp4,286,0,231,C-22-20
57583_000082_Endzone.mp4,287,1,231,C-22-20
57583_000082_Endzone.mp4,288,2,231,C-22-20
57583_000082_Endzone.mp4,289,3,231,C-22-20
57583_000082_Endzone.mp4,290,2,1540,C-22-19
57583_000082_Endzone.mp4,291,1,1540,C-22-19
57583_000082_Endzone.mp4,292,0,1540,C-22-19
57583_000082_Endzone.mp4,293,1,1540,C-22-19
57583_000082_Endzone.mp4,294,2,1540,C-22-19
57583_000082_Endzone.mp4,295,3,1540,C-22-19
57583_000082_Endzone.mp4,296,2,1540,C-22-19
57583_000082_Endzone.mp4,297,1,1540,C-22-19
57583_000082_Endzone.mp4,298,0,1540,C-22-19
57583_000082_Endzone.mp4,299,1,1540,C-22-19
57583_000082_Endzone.mp4,300,2,231,C-22-20
57583_000082_Endzone.mp4,301,3,7315,C-22-18
57583_000082_Endzone.mp4,302,2,7315,C-22-18
57583_000082_Endzone.mp4,303,1,7315,C-22-18
57583_000082_Endzone.mp4,304,0,7315,C-22-18
57583_000082_Endzone.mp4,305,1,7315,C-22-18
57583_000082_Endzone.mp4,306,2,22,C-22-21
57583_000082_Endzone.mp4,307,3,1540,C-22-19
57583_000082_Endzone.mp4,308,2,1540,C-22-19
57583_000082_Endzone.mp4,309,1,1540,C-22-19
57583_000082_Endzone.mp4,310,0,26334,C-22-17
57583_000082_Endzone.mp4,311,1,74613,C-22-16
57583_000082_Endzone.mp4,312,2,7315,C-22-18
57583_000082_Endzone.mp4,313,3,26334,C-22-17
57583_000082_Endzone.mp4,314,2,74613,C-22-16
57583_000082_Endzone.mp4,315,1,170544,C-22-15
57583_000082_Endzone.mp4,316,0,74613,C-22-16
57583_000082_Endzone.mp4,317,1,170544,C-22-15
57583_000082_Endzone.mp4,318,2,170544,C-22-15
57583_000082_Endzone.mp4,319,3,170544,C-22-15
57583_000082_Endzone.mp4,320,2,170544,C-22-15
57583_000082_Endzone.mp4,321,1,170544,C-22-15
57583_000082_Endzone.mp4,322,0,170544,C-22-15
57583_000082_Endzone.mp4,323,1,170544,C-22-15
57583_000082_Endzone.mp4,324,2,170544,C-22-15
57583_000082_Endzone.mp4,325,3,170544,C-22-15
57583_000082_Endzone.mp4,326,2,170544,C-22-15
57583_000082_Endzone.mp4,327,1,74613,C-22-16
57583_000082_Endzone.mp4,328,0,170544,C-22-15
57583_000082_Endzone.mp4,329,1,170544,C-22-15
57583_000082_Endzone.mp4,330,2,170544,C-22-15
57583_000082_Endzone.mp4,331,3,170544,C-22-15
57583_000082_Endzone.mp4,332,2,170544,C-22-15
57583_000082_Endzone.mp4,333,1,74613,C-22-16
57583_000082_Endzone.mp4,334,0,74613,C-22-16
57583_000082_Endzone.mp4,335,1,26334,C-22-17
57583_000082_Endzone.mp4,336,2,26334,C-22-17
57583_000082_Endzone.mp4,337,3,74613,C-22-16
57583_000082_Endzone.mp4,338,2,7315,C-22-18
57583_000082_Endzone.mp4,339,1,7315,C-22-18
57583_000082_Endzone.mp4,340,0,26334,C-22-17
57583_000082_Endzone.mp4,341,1,7315,C-22-18
57583_000082_Endzone.mp4,342,2,26334,C-22-17
57583_000082_Endzone.mp4,343,3,7315,C-22-18
57583_000082_Endzone.mp4,344,2,1540,C-22-19
57583_000082_Endzone.mp4,345,1,170544,C-22-15
57583_000082_Endzone.mp4,346,0,26334,C-22-17
57583_000082_Endzone.mp4,347,1,74613,C-22-16
57583_000082_Endzone.mp4,348,2,26334,C-22-17
57583_000082_Endzone.mp4,349,3,7315,C-22-18
57583_000082_Endzone.mp4,350,2,26334,C-22-17
57583_000082_Endzone.mp4,351,1,26334,C-22-17
57583_000082_Endzone.mp4,352,0,26334,C-22-17
57583_000082_Endzone.mp4,353,1,7315,C-22-18
57583_000082_Endzone.mp4,354,2,26334,C-22-17
57583_000082_Endzone.mp4,355,3,74613,C-22-16
57583_000082_Endzone.mp4,356,2,74613,C-22-16
57583_000082_Endzone.mp4,357,1,74613,C-22-16
57583_000082_Endzone.mp4,358,0,74613,C-22-16
57583_000082_Endzone.mp4,359,1,26334,C-22-17
57583_000082_Endzone.mp4,360,2,74613,C-22-16
57583_000082_Endzone.mp4,361,3,74613,C-22-16
57583_000082_Endzone.mp4,362,2,74613,C-22-16
57583_000082_Endzone.mp4,363,1,74613,C-22-16
57583_000082_Endzone.mp4,364,0,26334,C-22-17
57583_000082_Endzone.mp4,365,1,170544,C-22-15
57583_000082_Endzone.mp4,366,2,74613,C-22-16
57583_000082_Endzone.mp4,367,3,74613,C-22-16
57583_000082_Endzone.mp4,368,2,74613,C-22-16
57583_000082_Endzone.mp4,369,1,74613,C-22-16
57583_000082_Endzone.mp4,370,0,26334,C-22-17
57583_000082_Endzone.mp4,371,1,74613,C-22-16
57583_000082_Endzone.mp4,372,2,74613,C-22-16
57583_000082_Endzone.mp4,373,3,74613,C-22-16
57583_000082_Endzone.mp4,374,2,74613,C-22-16
57583_000082_Endzone.mp4,375,1,74613,C-22-16
57583_000082_Endzone.mp4,376,0,74613,C-22-16
57583_000082_Endzone.mp4,377,1,74613,C-22-16
57583_000082_Endzone.mp4,378,2,74613,C-22-16
57583_000082_Endzone.mp4,379,3,74613,C-22-16
57583_000082_Endzone.mp4,380,2,170544,C-22-15
57583_000082_Endzone.mp4,381,1,74613,C-22-16
57583_000082_Endzone.mp4,382,0,74613,C-22-16
57583_000082_Endzone.mp4,383,1,74613,C-22-16
57583_000082_Endzone.mp4,384,2,74613,C-22-16
57583_000082_Endzone.mp4,385,3,26334,C-22-17
57583_000082_Endzone.mp4,386,2,74613,C-22-16
57583_000082_Endzone.mp4,387,1,74613,C-22-16
57583_000082_Endzone.mp4,388,0,74613,C-22-16
57583_000082_Endzone.mp4,389,1,74613,C-22-16
57583_000082_Endzone.mp4,390,2,7315,C-22-18
57583_000082_Endzone.mp4,391,3,26334,C-22-17
57583_000082_Endzone.mp4,392,2,7315,C-22-18
57583_000082_Endzone.mp4,393,1,7315,C-22-18
57583_000082_Endzone.mp4,394,0,26334,C-22-17
57583_000082_Endzone.mp4,395,1,26334,C-22-17
57583_000082_Endzone.mp4,396,2,7315,C-22-18
57583_000082_Endzone.mp4,397,3,74613,C-22-16
57583_000082_Endzone.mp4,398,2,7315,C-22-18
57583_000082_Endzone.mp4,399,1,74613,C-22-16
57583_000082_Endzone.mp4,400,0,26334,C-22-17
57583_000082_Endzone.mp4,401,1,7315,C-22-18
57583_000082_Endzone.mp4,402,2,7315,C-22-18
57583_000082_Endzone.mp4,403,3,74613,C-22-16
57583_000082_Endzone.mp4,404,2,74613,C-22-16
57583_000082_Endzone.mp4,405,1,26334,C-22-17
57583_000082_Endzone.mp4,406,0,26334,C-22-17
57583_000082_Endzone.mp4,407,1,26334,C-22-17
57583_000082_Endzone.mp4,408,2,74613,C-22-16
57583_000082_Endzone.mp4,409,3,7315,C-22-18
57583_000082_Endzone.mp4,410,2,26334,C-22-17
57583_000082_Endzone.mp4,411,1,74613,C-22-16
57583_000082_Endzone.mp4,412,0,7315,C-22-18
57583_000082_Endzone.mp4,413,1,26334,C-22-17
57583_000082_Endzone.mp4,414,2,26334,C-22-17
57583_000082_Endzone.mp4,415,3,74613,C-22-16
57583_000082_Endzone.mp4,416,2,26334,C-22-17
57583_000082_Endzone.mp4,417,1,74613,C-22-16
57583_000082_Endzone.mp4,418,0,26334,C-22-17
57583_000082_Endzone.mp4,419,1,74613,C-22-16
57583_000082_Endzone.mp4,420,2,74613,C-22-16
57583_000082_Endzone.mp4,421,3,170544,C-22-15
57583_000082_Endzone.mp4,422,2,319770,C-22-14
57583_000082_Endzone.mp4,423,1,74613,C-22-16
57583_000082_Endzone.mp4,424,0,74613,C-22-16
57583_000082_Endzone.mp4,425,1,170544,C-22-15
57583_000082_Endzone.mp4,426,2,319770,C-22-14
57583_000082_Endzone.mp4,427,3,170544,C-22-15
57583_000082_Endzone.mp4,428,2,170544,C-22-15
57583_000082_Endzone.mp4,429,1,170544,C-22-15
57583_000082_Endzone.mp4,430,0,170544,C-22-15
57583_000082_Endzone.mp4,431,1,170544,C-22-15
57583_000082_Endzone.mp4,432,2,170544,C-22-15
57583_000082_Endzone.mp4,433,3,170544,C-22-15
57583_000082_Endzone.mp4,434,2,170544,C-22-15
57583_000082_Endzone.mp4,435,1,170544,C-22-15
57583_000082_Endzone.mp4,436,0,170544,C-22-15
57583_000082_Endzone.mp4,437,1,170544,C-22-15
57583_000082_Endzone.mp4,438,2,170544,C-22-15
57583_000082_Endzone.mp4,439,3,170544,C-22-15
57583_000082_Endzone.mp4,440,2,170544,C-22-15
57583_000082_Endzone.mp4,441,1,74613,C-22-16
57583_000082_Endzone.mp4,442,0,74613,C-22-16
57583_000082_Endzone.mp4,443,1,74613,C-22-16
57583_000082_Endzone.mp4,444,2,74613,C-22-16
57583_000082_Endzone.mp4,445,3,170544,C-22-15
57583_000082_Endzone.mp4,446,2,170544,C-22-15
57583_000082_Endzone.mp4,447,1,170544,C-22-15
57583_000082_Endzone.mp4,448,0,170544,C-22-15
57583_000082_Endzone.mp4,449,1,26334,C-22-17
57583_000082_Endzone.mp4,450,2,74613,C-22-16
57583_000082_Endzone.mp4,451,2,74613,C-22-16
57583_000082_Endzone.mp4,452,1,74613,C-22-16
57583_000082_Endzone.mp4,453,0,74613,C-22-16
57583_000082_Endzone.mp4,454,1,74613,C-22-16
57583_000082_Endzone.mp4,455,2,170544,C-22-15
57583_000082_Endzone.mp4,456,3,74613,C-22-16
57583_000082_Endzone.mp4,457,3,170544,C-22-15
57583_000082_Endzone.mp4,458,2,74613,C-22-16
57583_000082_Endzone.mp4,459,1,170544,C-22-15
57583_000082_Endzone.mp4,460,0,170544,C-22-15
57583_000082_Endzone.mp4,461,1,170544,C-22-15
57583_000082_Endzone.mp4,462,2,170544,C-22-15
57583_000082_Endzone.mp4,463,2,170544,C-22-15
57583_000082_Endzone.mp4,464,1,170544,C-22-15
57583_000082_Endzone.mp4,465,0,170544,C-22-15
57583_000082_Endzone.mp4,466,1,170544,C-22-15
57583_000082_Endzone.mp4,467,2,170544,C-22-15
57583_000082_Endzone.mp4,468,3,170544,C-22-15
57583_000082_Endzone.mp4,469,3,170544,C-22-15
57583_000082_Endzone.mp4,470,2,74613,C-22-16
57583_000082_Endzone.mp4,471,1,170544,C-22-15
57583_000082_Endzone.mp4,472,0,170544,C-22-15
57583_000082_Sideline.mp4,1,3,1,C-22-22
57583_000082_Sideline.mp4,2,2,1,C-22-22
57583_000082_Sideline.mp4,3,1,1,C-22-22
57583_000082_Sideline.mp4,4,0,1,C-22-22
57583_000082_Sideline.mp4,5,1,1,C-22-22
57583_000082_Sideline.mp4,6,2,1,C-22-22
57583_000082_Sideline.mp4,7,3,1,C-22-22
57583_000082_Sideline.mp4,8,2,1,C-22-22
57583_000082_Sideline.mp4,9,1,1,C-22-22
57583_000082_Sideline.mp4,10,0,1,C-22-22
57583_000082_Sideline.mp4,11,1,1,C-22-22
57583_000082_Sideline.mp4,12,2,1,C-22-22
57583_000082_Sideline.mp4,13,3,1,C-22-22
57583_000082_Sideline.mp4,14,2,1,C-22-22
57583_000082_Sideline.mp4,15,1,1,C-22-22
57583_000082_Sideline.mp4,16,0,1,C-22-22
57583_000082_Sideline.mp4,17,1,1,C-22-22
57583_000082_Sideline.mp4,18,2,1,C-22-22
57583_000082_Sideline.mp4,19,3,1,C-22-22
57583_000082_Sideline.mp4,20,2,22,C-22-21
57583_000082_Sideline.mp4,21,1,22,C-22-21
57583_000082_Sideline.mp4,22,0,22,C-22-21
57583_000082_Sideline.mp4,23,1,22,C-22-21
57583_000082_Sideline.mp4,24,2,22,C-22-21
57583_000082_Sideline.mp4,25,3,22,C-22-21
57583_000082_Sideline.mp4,26,2,1,C-22-22
57583_000082_Sideline.mp4,27,1,22,C-22-21
57583_000082_Sideline.mp4,28,0,22,C-22-21
57583_000082_Sideline.mp4,29,1,22,C-22-21
57583_000082_Sideline.mp4,30,2,22,C-22-21
57583_000082_Sideline.mp4,31,3,22,C-22-21
57583_000082_Sideline.mp4,32,2,22,C-22-21
57583_000082_Sideline.mp4,33,1,1,C-22-22
